mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.09303932189941407,0.003152053692600615,0.0016036510467529296,0.00036856688209902346,0.01,0.05036392745969909,4,176,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.05036392745969909), ('max_depth', 4), ('n_estimators', 176)])",0.8854589474916654,0.9087326510500855,0.9142141439917117,0.9243183067635147,0.9303043014232333,0.912605670144042,0.01552391330510722,36
0.046698379516601565,0.005505858341398353,0.0015996456146240234,0.00020010524606741773,0.1,0.1,4,100,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.1), ('max_depth', 4), ('n_estimators', 100)])",0.8912862019995265,0.9125336399917823,0.9170464406035117,0.9262127708027422,0.9292115541252308,0.9152581215045587,0.013416232202930265,35
0.2517860412597656,0.013367947811741481,0.0023998260498046876,0.0002001064391478201,0.01,0.1,400,100,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.1), ('max_depth', 400), ('n_estimators', 100)])",0.8815828730436271,0.923827941097348,0.91460900396698,0.9337388662847719,0.9344952479581033,0.9176507864701661,0.01944667711445243,34
1.6781914710998536,0.26354617680631964,0.0026978015899658202,0.0002472838424656314,0.01,0.1,400,500,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.1), ('max_depth', 400), ('n_estimators', 500)])",0.8819415327937442,0.9240669073897597,0.914652452503733,0.9338095676469947,0.9345329671210223,0.9178006854910506,0.019345848631800198,33
0.17344064712524415,0.015200364900560173,0.0020987987518310547,0.00020004441226389915,0.01,0.027343764266698795,4,394,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.027343764266698795), ('max_depth', 4), ('n_estimators', 394)])",0.8906830800215094,0.9132070995062382,0.9204999022951714,0.9288774703655426,0.9361489699862191,0.917883304434936,0.01564015286101241,32
0.16538715362548828,0.0009619451811240576,0.0020998001098632814,0.0001996539104169114,0.01,0.06327798199822168,400,100,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.06327798199822168), ('max_depth', 400), ('n_estimators', 100)])",0.8796326368748926,0.9193082159776318,0.9178639737630666,0.9372239438102647,0.9358587840953483,0.9179775109042408,0.020795567515903286,31
1.177471399307251,0.06827273671218333,0.004400634765625,0.00019999044982514104,0.1,0.015244010422770684,230,500,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.015244010422770684), ('max_depth', 230), ('n_estimators', 500)])",0.8792259832074808,0.9241975626743985,0.9161580088337591,0.938954179232974,0.9343178330332841,0.9185707133963794,0.021208242860321403,30
0.5884336948394775,0.05410930462717572,0.0031000614166259766,0.00020055793548150335,0.01,0.03312008746669585,400,268,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.03312008746669585), ('max_depth', 400), ('n_estimators', 268)])",0.8721833245558657,0.9234797995326656,0.9211929183927876,0.9392059475322447,0.9380957847962915,0.9188315549619711,0.024451854893155364,29
1.3538392543792725,0.2543591901630172,0.004900884628295898,0.00037453451953302645,0.0481665375147927,0.017336553798014145,211,500,"OrderedDict([('gamma', 0.0481665375147927), ('learning_rate', 0.017336553798014145), ('max_depth', 211), ('n_estimators', 500)])",0.8768506939482185,0.9242002293733368,0.915735980599525,0.9396235852500787,0.9379036613608398,0.9188628301063997,0.02278967666441435,28
0.06680049896240234,0.0025416263911655734,0.0017996788024902343,0.0002449701696212665,0.01,0.07964806956158937,4,139,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.07964806956158937), ('max_depth', 4), ('n_estimators', 139)])",0.8938156543441915,0.9146143591064035,0.9224630224413448,0.931391651094453,0.9331019011616855,0.9190773176296159,0.014267896689627656,27
0.8998650074005127,0.08739583453922552,0.004900836944580078,0.0006633847351477885,0.04055404638440568,0.014849094530491332,362,432,"OrderedDict([('gamma', 0.04055404638440568), ('learning_rate', 0.014849094530491332), ('max_depth', 362), ('n_estimators', 432)])",0.8767108541459586,0.9229903240998933,0.9199157383362976,0.9418502519540122,0.9355422125275287,0.9194018762127382,0.022803966354137083,26
0.8454010486602783,0.05524590713489515,0.004101419448852539,0.00020091756460924293,0.01,0.012382566691194358,400,500,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.012382566691194358), ('max_depth', 400), ('n_estimators', 500)])",0.8764299894046359,0.9208651470298922,0.9214523501575822,0.9415128144960804,0.937290799209159,0.9195102200594698,0.023072828723531898,25
1.7999686241149901,0.2193672927532666,0.004217958450317383,0.0005392121855221932,0.01,0.04476373581043211,400,500,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.04476373581043211), ('max_depth', 400), ('n_estimators', 500)])",0.880965454050885,0.9190589427666623,0.9219336962785895,0.941199880841247,0.9355741572195032,0.9197464262313775,0.021071252311943987,24
0.5792993545532227,0.03449337541362549,0.003400230407714844,0.00020034417472521707,0.037358396929088926,0.02157654862813217,311,314,"OrderedDict([('gamma', 0.037358396929088926), ('learning_rate', 0.02157654862813217), ('max_depth', 311), ('n_estimators', 314)])",0.8791274469615671,0.9255116216971143,0.9176752873423829,0.9419533260068489,0.9367261657907052,0.9201987695597236,0.02221649591039901,23
1.3377959728240967,0.15344943978400186,0.0035999298095703127,0.00019977988321935637,0.1,0.033997746766204304,400,500,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.033997746766204304), ('max_depth', 400), ('n_estimators', 500)])",0.8801945466671626,0.9202214005813305,0.9194898324487956,0.9436620662713583,0.9375553176649122,0.9202246327267118,0.02214774780160273,22
1.7416076183319091,0.11999960560412005,0.0032999515533447266,0.000678029525671606,0.1,0.06456525752666548,360,500,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.06456525752666548), ('max_depth', 360), ('n_estimators', 500)])",0.8788950058674865,0.9262043562506378,0.9215363014205479,0.9422970446965723,0.934870363237762,0.9207606142946012,0.022117269432150716,21
0.8805981159210206,0.0693471888409474,0.003499937057495117,6.641573084442195e-07,0.1,0.030022940792491373,400,378,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.030022940792491373), ('max_depth', 400), ('n_estimators', 378)])",0.8800045256830602,0.9269694319295403,0.9210547722863283,0.9421982194544942,0.9358514314218211,0.9212156761550488,0.021844738379455615,20
1.0976679801940918,0.1460688113684408,0.00299983024597168,0.0003166598128210707,0.01,0.09902494924994763,142,324,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.09902494924994763), ('max_depth', 142), ('n_estimators', 324)])",0.8826763873363539,0.9249932307804982,0.923020602604323,0.9441370319754008,0.9335339742231116,0.9216722453839375,0.020875302171318662,19
0.48517937660217286,0.02440985897010191,0.002599763870239258,0.00037440643339580246,0.1,0.07494073534179022,400,194,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.07494073534179022), ('max_depth', 400), ('n_estimators', 194)])",0.8903431713722892,0.9251982127593205,0.9212550621779746,0.94167386651699,0.9328307507069247,0.9222602127066999,0.01741818548137011,18
0.11589999198913574,0.004137095316430914,0.001799154281616211,0.000246200698944706,0.1,0.048195790143346136,4,285,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.048195790143346136), ('max_depth', 4), ('n_estimators', 285)])",0.901453745466881,0.9211632903354575,0.922275872918497,0.934977118841617,0.937843910514565,0.9235427876154034,0.012887660066601664,17
0.16869921684265138,0.007526941177404287,0.001901102066040039,0.00037460193007397987,0.01,0.04452146879609093,4,360,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.04452146879609093), ('max_depth', 4), ('n_estimators', 360)])",0.9035415071127493,0.9192824103152994,0.9265348166262728,0.9365086808216111,0.9409107634139565,0.9253556356579777,0.013270140571475174,16
0.24939093589782715,0.032083750927732343,0.0026010513305664063,0.00037406322344908915,0.01,0.03577017746389043,4,500,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.03577017746389043), ('max_depth', 4), ('n_estimators', 500)])",0.9045703462105688,0.9247475194141356,0.9244498681447444,0.940064991439416,0.9435215681909277,0.9274708586799584,0.01383628481710072,15
0.14577836990356446,0.02163556018319583,0.0021100521087646486,0.000201429493951655,0.01,0.06714147924976069,4,274,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.06714147924976069), ('max_depth', 4), ('n_estimators', 274)])",0.904346975411023,0.9270896445493061,0.9265866341632016,0.9379272805224654,0.9440710779266628,0.9280043225145318,0.013558187733749043,14
0.07989964485168458,0.0027828849180010374,0.0018000125885009766,0.0002450522895166499,0.01,0.1,4,196,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.1), ('max_depth', 4), ('n_estimators', 196)])",0.9095384452499846,0.924140685822443,0.9302382524563814,0.9389706838718836,0.9412719063532435,0.9288319947507873,0.011434783865966087,13
0.29539804458618163,0.017825943566134893,0.002402639389038086,0.00020142510287058288,0.1,0.04500959688806886,4,500,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.04500959688806886), ('max_depth', 4), ('n_estimators', 500)])",0.9078092754517596,0.9268611574545293,0.9325574056601765,0.9458599048822584,0.9425724047227126,0.9311320296342874,0.013505668440571796,12
0.10380101203918457,0.004934960401992388,0.0017990589141845704,0.00024671249513100467,0.1,0.1,4,254,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.1), ('max_depth', 4), ('n_estimators', 254)])",0.911121510793193,0.9297219223827596,0.9304138169420699,0.9421978314834167,0.9427574391168204,0.931242504143652,0.011493182234146748,11
0.17608489990234374,0.0022692402040185994,0.0019996166229248047,0.000315603814774722,0.1,0.054359194578209216,4,448,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.054359194578209216), ('max_depth', 4), ('n_estimators', 448)])",0.9114995988615551,0.9251446279092186,0.9341901676277776,0.9440148070769288,0.9465578655482514,0.9322814134047462,0.012868181522444509,10
0.1575998306274414,0.015281374131745795,0.0019996166229248047,7.072638022514022e-07,0.1,0.07867903048136042,4,349,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.07867903048136042), ('max_depth', 4), ('n_estimators', 349)])",0.9112529051863826,0.9299326175257415,0.9328625384640333,0.9425944613133055,0.9459718453245822,0.932522873562809,0.012178243507023439,9
0.16172852516174316,0.004881072578618248,0.002099895477294922,0.0001994874680381529,0.1,0.0628127384572326,4,386,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.0628127384572326), ('max_depth', 4), ('n_estimators', 386)])",0.9105187095858175,0.9287506609146421,0.9357089640015461,0.9428935208376565,0.947798267416086,0.9331340245511497,0.013019865187415878,8
0.20250039100646972,0.009882415922586669,0.0021999359130859377,0.00024565127833495485,0.01,0.07380950978547611,4,500,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.07380950978547611), ('max_depth', 4), ('n_estimators', 500)])",0.9096107560666845,0.9315758845670898,0.9373503602576689,0.9432546154173411,0.950677043116399,0.9344937318850366,0.013960582272130463,7
0.19929971694946289,0.021964594521169056,0.0021003246307373046,0.0003744579645679361,0.1,0.1,4,369,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.1), ('max_depth', 4), ('n_estimators', 369)])",0.9154395975248423,0.9320209626039926,0.9340785086408692,0.9474936928896519,0.9458266522533221,0.9349718827825356,0.01153809311166826,6
0.17008399963378906,0.006183615437185982,0.0020998477935791015,0.00019962795458712036,0.01,0.07442695405855791,4,425,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.07442695405855791), ('max_depth', 4), ('n_estimators', 425)])",0.9117311816348024,0.9300194685071426,0.9380026873498739,0.9481137306453232,0.9481053492290934,0.9351944834732471,0.013555742134850108,5
0.17858424186706542,0.0018562807603555668,0.0021003246307373046,0.0002005815718526227,0.1,0.08859223127699843,4,457,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.08859223127699843), ('max_depth', 4), ('n_estimators', 457)])",0.9157565134578215,0.9276706281897519,0.9439539696058261,0.9483553169218484,0.9475935310589122,0.9366659918468319,0.012863039357633678,4
0.21348075866699218,0.011819291532429313,0.002100038528442383,0.00019989019359340296,0.1,0.1,4,500,"OrderedDict([('gamma', 0.1), ('learning_rate', 0.1), ('max_depth', 4), ('n_estimators', 500)])",0.9160161974194376,0.9345985943347991,0.9362377553924397,0.9499166176285418,0.9467806502935986,0.9367099630137634,0.01190585789106633,3
0.2427300453186035,0.03415152911253759,0.0026013851165771484,0.00020123042194976153,0.01,0.1,4,441,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.1), ('max_depth', 4), ('n_estimators', 441)])",0.9159076493377469,0.9331774942893605,0.9381326573422626,0.9493454345781791,0.9486146244726507,0.9370355720040399,0.012231799939091051,2
0.23710389137268068,0.015503973604386526,0.0025023937225341795,2.390852191299758e-06,0.01,0.1,4,500,"OrderedDict([('gamma', 0.01), ('learning_rate', 0.1), ('max_depth', 4), ('n_estimators', 500)])",0.9161279599929314,0.9337502979895295,0.9389049997720119,0.9499712673812786,0.9495812254455086,0.9376671501162519,0.012443047907519713,1
