mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
0.03759918212890625,0.001594057181521815,0.0019002914428710937,0.00020032414246811382,0.1,0.01,3,100,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100}",-0.2154666886862695,-0.12409095005663051,0.015640916873774224,0.04591085226609082,-0.0345310023001042,-0.06250737438062784,0.09574281520394523,53,-17.44784522438124,-18.114137903220556,-16.39077454322215,-15.715054576041029,-17.563433759339084,-17.046249201240812,0.8684321125130009,53
0.03609189987182617,0.0006777893192373119,0.0016008377075195312,0.00020034389099618334,0.01,0.01,3,100,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100}",-0.2154666886862695,-0.12409095005663051,0.015640916873774224,0.04591085226609082,-0.0345310023001042,-0.06250737438062784,0.09574281520394523,53,-17.44784522438124,-18.114137903220556,-16.39077454322215,-15.715054576041029,-17.563433759339084,-17.046249201240812,0.8684321125130009,53
0.36444711685180664,0.020176796915873523,0.0031119346618652343,0.00012061318567574327,0.01,0.001,9,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",-1.5315648916058993,-1.361927171393945,-1.1648755545466538,-1.1521947730307196,-1.2823335288185604,-1.2985791838791556,0.1399030271806726,55,-25.180526216237585,-26.257307798407442,-24.30743696880099,-23.6027280097408,-26.087185557712832,-25.08703691017993,1.0187757849362844,55
0.3982550144195557,0.030626246197255624,0.0027987003326416016,0.00024598570893404347,0.1,0.001,9,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",-1.5315665600184976,-1.3619172269765927,-1.1649992211830615,-1.1521532896156201,-1.2823825910254172,-1.298603777763838,0.13988659741679893,56,-25.180534513773306,-26.257252522803416,-24.308131229502365,-23.602500538116498,-26.087465947936202,-25.087176950426358,1.0187783706779496,56
0.303099536895752,0.007472492447349473,0.0030000686645507814,6.975526255763909e-07,0.1,0.001,6,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",-1.5319932042727369,-1.3759492326212994,-1.1686416435901528,-1.1474056492029083,-1.2776608678288595,-1.3003301195031913,0.14186449759549155,57,-25.182656258850553,-26.33513338759288,-24.32857079176244,-23.57645266014834,-26.06046750206121,-25.09665612008309,1.036448549346868,57
0.30495967864990237,0.012089214813334161,0.0027367115020751954,0.00022141509202466743,0.01,0.001,6,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",-1.5319931702777203,-1.3760666216672601,-1.1688940707683901,-1.1474042245285436,-1.2776581313285846,-1.3004032437140995,0.14183056329794533,58,-25.182656089797014,-26.33578395241915,-24.329986658186773,-23.576444839368577,-26.06045184685571,-25.097064677325445,1.036393704132437,58
0.1683821678161621,0.0016432054637364635,0.002380990982055664,0.00015552572973545888,0.01,0.001,3,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 500}",-1.5866817406656542,-1.4532015533576916,-1.1847220577192341,-1.2322507372637532,-1.326772826358034,-1.3567257830728736,0.14708080423028397,59,-25.45316356158377,-26.75984290351108,-24.41860202440475,-24.037699580756552,-26.339932867443267,-25.401848187539883,1.0539886357639017,59
0.1819003105163574,0.004747480970738416,0.0024998664855957033,5.091227651611e-07,0.1,0.001,3,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 500}",-1.5866817406656542,-1.4532015533576916,-1.1847220577192341,-1.2322507372637532,-1.326772826358034,-1.3567257830728736,0.14708080423028397,59,-25.45316356158377,-26.75984290351108,-24.41860202440475,-24.037699580756552,-26.339932867443267,-25.401848187539883,1.0539886357639017,59
0.13069920539855956,0.0057230838815670254,0.002300453186035156,0.000245245347067868,0.1,0.001,6,200,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 200}",-3.257712208136815,-3.059893082440741,-2.6861625363074726,-2.77283762451652,-2.891473955788477,-2.933615881438005,0.20486244569720388,61,-32.655656639449155,-34.425023254786645,-31.718302777085547,-31.25039224258873,-34.0639287944357,-32.822660741669154,1.2512263679735338,61
0.11103830337524415,0.0016097327571601028,0.0022837638854980467,0.00036527809775868474,0.01,0.001,6,200,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 200}",-3.2577120339831795,-3.05989240621813,-2.6861624939966666,-2.7728371600358535,-2.891478666593399,-2.9336165521654456,0.2048621965564391,62,-32.65565597159033,-34.42502038784168,-31.718302595049764,-31.25039031894333,-34.063949412391345,-32.82266373716329,1.2512302578752372,62
0.15910167694091798,0.008013973480504404,0.0023988723754882813,0.00037141190609429555,0.1,0.001,9,200,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 200}",-3.260006552965171,-3.0561604742824517,-2.6873687654562426,-2.7840986324859527,-2.8888008450820637,-2.9352870540543763,0.20324149229569588,63,-32.66445399851627,-34.4091946765737,-31.723491969309297,-31.29699492603285,-34.052227277708475,-32.82927256962812,1.2320359375049046,63
0.1342827320098877,0.0054717182221627565,0.002029705047607422,0.00028963633806306465,0.01,0.001,9,200,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 200}",-3.2600727029684977,-3.056169194767815,-2.6873898662618005,-2.7840981656795374,-2.888806137073817,-2.9353072133502933,0.20325834741967433,64,-32.66470760673562,-34.40923166533674,-31.723582737323103,-31.29699299563411,-34.05225044732448,-32.8293530904708,1.2320274287679511,64
0.07289905548095703,0.003786508459255682,0.0019998073577880858,3.5040231839893024e-07,0.1,0.001,3,200,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200}",-3.284266992753847,-3.0997724430400435,-2.702246363468754,-2.8302198500314564,-2.923854775878579,-2.968072085034536,0.20442403348760577,65,-32.75733284368831,-34.59368448004492,-31.787425668361642,-31.487143754569438,-34.205357584126155,-32.96618886615809,1.2493965776747575,65
0.07485647201538086,0.003939373417981229,0.0022727489471435548,0.0003750969000151131,0.01,0.001,3,200,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200}",-3.284266992753847,-3.0997724430400435,-2.702246363468754,-2.8302198500314564,-2.923854775878579,-2.968072085034536,0.20442403348760577,65,-32.75733284368831,-34.59368448004492,-31.787425668361642,-31.487143754569438,-34.205357584126155,-32.96618886615809,1.2493965776747575,65
0.06750288009643554,0.0015212795976780583,0.001999950408935547,3.2340669551493016e-07,0.1,0.001,9,100,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 100}",-4.089406017160997,-3.871214849540145,-3.4297039668974874,-3.5757050035675633,-3.664948069836945,-3.726195581400628,0.23119617554661703,67,-35.70292676215942,-37.70818130148821,-34.7704292239975,-34.41521003789514,-37.29589890153534,-35.978529245415125,1.319589965183959,67
0.0694040298461914,0.0014376116074070757,0.002314138412475586,0.00043486744680833374,0.01,0.001,9,100,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 100}",-4.089406032930257,-3.8712148493588696,-3.4297103556373765,-3.575703775862621,-3.6649480617940258,-3.72619661511663,0.23119470212878804,68,-35.70292681747125,-37.70818130078658,-34.77045429781166,-34.415205420931606,-37.29589886938408,-35.978533341277036,1.3195864591785087,68
0.05782365798950195,0.0015370584371493612,0.0018001556396484374,0.0002467648925356632,0.01,0.001,6,100,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 100}",-4.088488575883614,-3.8740800759137146,-3.4291115547371165,-3.5724134060955794,-3.667392650661844,-3.726297252658374,0.23172899986287668,69,-35.69970862482501,-37.71926956140374,-34.76810411220868,-34.40282927928277,-37.305669738927385,-35.979116263329516,1.3279440755627892,69
0.06269817352294922,0.0032639640796670675,0.0020012855529785156,1.8590534867875983e-06,0.1,0.001,6,100,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 100}",-4.088488595933601,-3.874092720934362,-3.429111545342564,-3.5724134129028187,-3.667392660975178,-3.7262997872177044,0.23173062000796868,70,-35.699708695158144,-37.71931848967591,-34.76810407533551,-34.4028293048916,-37.30566978014374,-35.97912606904099,1.327956904800402,70
0.036899232864379884,0.0014634534762541322,0.0021001338958740235,0.00020020021573973368,0.1,0.001,3,100,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100}",-4.103525659258261,-3.896234777416171,-3.437179464723311,-3.604158959652853,-3.6842552761527774,-3.745070827440675,0.2322464997468969,71,-35.75241813578613,-37.80489717659619,-34.799755867559455,-34.52204944604284,-37.372999019119405,-36.0504239290208,1.327877092082405,71
0.19476981163024903,0.309483204643132,0.0024143218994140624,0.000609766571768788,0.01,0.001,3,100,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100}",-4.103525659258261,-3.896234777416171,-3.437179464723311,-3.604158959652853,-3.6842552761527774,-3.745070827440675,0.2322464997468969,71,-35.75241813578613,-37.80489717659619,-34.799755867559455,-34.52204944604284,-37.372999019119405,-36.0504239290208,1.327877092082405,71
